observed,predicted,low,high,anomalous,actual_anomaly,err,threshold
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
-999,768.639,754.674,782.603,1,1,0.2,0.279287
