observed,predicted,low,high,anomalous,err,threshold
737.6879994869232,738.2830028533936,,,,,
738.0750005245209,738.5810797214508,,,,,
738.602000951767,738.8771359920502,,,,,
739.4030009508133,739.1560380458832,,,,,
740.1389991044998,739.4770030975342,,,,,
740.4120002985001,739.8617928028107,,,,,
740.5730013847351,740.1884560585022,,,,,
741.073000907898,740.3932874202728,,,,,
740.904999256134,740.5682151317596,,,,,
740.5460004806519,740.6584684848785,,,,,
740.2639989852905,740.636307477951,,,,,
740.004998922348,740.4831533432007,,,,,
739.5560001134872,740.318549156189,,,,,
739.17,740.1336317062378,739.9436317062377,740.3236317062378,False,0.00037143442610673493,0.0038
738.779,739.5196412801743,739.3296412801742,739.7096412801743,False,0.0002194198023592661,0.0038
738.816,738.5416363477707,738.3516363477706,738.7316363477707,False,3.0110165465849428e-05,0.0038
738.424,738.5664765834808,738.3764765834808,738.7564765834809,False,8.119830736150819e-06,0.0038
738.147,738.2758681774139,738.0858681774139,738.465868177414,False,6.642802859991475e-06,0.0038
737.649,737.995830655098,737.8058306550979,738.185830655098,False,4.8116601326272025e-05,0.0038
737.559,737.6145769953728,737.4245769953727,737.8045769953728,False,1.235520965867403e-06,0.0038
737.307,737.551172554493,737.3611725544929,737.741172554493,False,2.3848094547041728e-05,0.0038
737.089,737.2932915687561,737.103291568756,737.4832915687562,False,1.669401802592295e-05,0.0038
737.102,736.9485487341881,736.758548734188,737.1385487341881,False,9.418916391709312e-06,0.0038
737.497,736.9589229226112,736.7689229226112,737.1489229226113,False,0.00011581077648447511,0.0038
737.888,737.2142081260681,737.0242081260681,737.4042081260682,False,0.00018159819575067377,0.0038
738.329,738.0438779592514,737.8538779592513,738.2338779592515,False,3.251783124824661e-05,0.0038
738.844,738.412118434906,738.222118434906,738.6021184349061,False,7.460867450723253e-05,0.0038
739.643,739.1492550373077,738.9592550373077,739.3392550373078,False,9.751363527360375e-05,0.0038
740.232,739.6980469226837,739.5080469226837,739.8880469226838,False,0.00011404235551020032,0.0038
740.544,740.6269435882568,740.4369435882568,740.8169435882569,False,2.7518555331687974e-06,0.0038
741.099,740.8748959302902,740.6848959302902,741.0648959302903,False,2.008905362420226e-05,0.0038
741.738,741.2998979091644,741.1098979091644,741.4898979091645,False,7.677337679781997e-05,0.0038
741.776,742.1044414043427,741.9144414043426,742.2944414043427,False,4.3149502434641916e-05,0.0038
741.504,742.1713863611221,741.9813863611221,742.3613863611222,False,0.00017816182200472625,0.0038
741.129,741.5171747207642,741.3271747207641,741.7071747207642,False,6.027184553612707e-05,0.0038
740.492,741.1960338354111,741.006033835411,741.3860338354111,False,0.00019826545656147167,0.0038
739.754,740.2123485803604,740.0223485803604,740.4023485803605,False,8.403336844735613e-05,0.0038
739.096,739.6648918390274,739.4748918390274,739.8548918390275,False,0.00012945516980479192,0.0038
738.211,738.7204055786133,738.5304055786132,738.9104055786133,False,0.00010379761740892819,0.0038
737.541,738.1022785902023,737.9122785902023,738.2922785902024,False,0.00012601346232778227,0.0038
737.057,737.1467207670212,736.9567207670211,737.3367207670212,False,3.219926413946248e-06,0.0038
736.187,736.7397730350494,736.5497730350494,736.9297730350495,False,0.00012222321131110127,0.0038
735.71,736.166361451149,735.9763614511489,736.356361451149,False,8.33063096379106e-05,0.0038
734.993,735.3737463355064,735.1837463355064,735.5637463355065,False,5.7987108800617135e-05,0.0038
734.406,734.8552112579346,734.6652112579345,735.0452112579346,False,8.071630170208156e-05,0.0038
734.462,734.08453810215,733.8945381021499,734.27453810215,False,5.69909937314174e-05,0.0038
734.567,734.0875198245049,733.8975198245048,734.2775198245049,False,9.196049547714627e-05,0.0038
735.587,734.5512230992317,734.3612230992317,734.7412230992318,False,0.00042913351526604945,0.0038
736.099,735.7934271097183,735.6034271097183,735.9834271097184,False,3.734991651005074e-05,0.0038
736.543,736.2251137495041,736.035113749504,736.4151137495041,False,4.042066730174096e-05,0.0038
736.234,736.9131033420563,736.7231033420562,737.1031033420563,False,0.0001844725396767799,0.0038
737.028,736.7225338816643,736.5325338816642,736.9125338816643,False,3.732381978044238e-05,0.0038
737.942,737.1923421621323,737.0023421621322,737.3823421621323,False,0.00022479474955061716,0.0038
738.407,738.2307623624802,738.0407623624801,738.4207623624802,False,1.2423881951435036e-05,0.0038
738.768,738.7088422775269,738.5188422775268,738.8988422775269,False,1.3998544512852447e-06,0.0038
739.193,738.9742468595505,738.7842468595504,739.1642468595505,False,1.9141174582608676e-05,0.0038
739.68,739.3200134038925,739.1300134038925,739.5100134038926,False,5.1836139750805895e-05,0.0038
739.195,739.9652783870697,739.7752783870696,740.1552783870698,False,0.00023733151743464897,0.0038
738.867,739.7125576734543,739.5225576734542,739.9025576734543,False,0.00028598711165499463,0.0038
738.544,738.7637649774551,738.5737649774551,738.9537649774552,False,1.931865812634605e-05,0.0038
738.021,738.4455178976059,738.2555178976058,738.635517897606,False,7.20861781551056e-05,0.0038
737.601,737.7645914554596,737.5745914554595,737.9545914554596,False,1.0704865719755705e-05,0.0038
737.355,737.4376048445702,737.2476048445701,737.6276048445702,False,2.7294241385829016e-06,0.0038
736.809,737.233689904213,737.0436899042129,737.423689904213,False,7.214460589617293e-05,0.0038
736.046,736.8470837473869,736.6570837473869,737.037083747387,False,0.00025669406813096427,0.0038
735.659,735.7673292160034,735.5773292160034,735.9573292160035,False,4.694087615966679e-06,0.0038
735.0,735.4166035652161,735.226603565216,735.6066035652161,False,6.942341222029422e-05,0.0038
734.597,734.9566822052002,734.7666822052001,735.1466822052002,False,5.1748515495075886e-05,0.0038
734.43,734.3280946016312,734.1380946016311,734.5180946016312,False,4.15388408668027e-06,0.0038
734.324,734.2117671966553,734.0217671966552,734.4017671966553,False,5.038480858642305e-06,0.0038
734.506,734.2144151329994,734.0244151329994,734.4044151329995,False,3.400869386549188e-05,0.0038
734.689,734.3633298873901,734.1733298873901,734.5533298873902,False,4.2424408898918996e-05,0.0038
734.893,734.7574447393417,734.5674447393417,734.9474447393418,False,7.350091476855132e-06,0.0038
735.355,734.94884121418,734.7588412141799,735.13884121418,False,6.598598371951931e-05,0.0038
735.978,735.4110409617424,735.2210409617423,735.6010409617425,False,0.00012857702042477046,0.0038
736.522,735.8611290454865,735.6711290454864,736.0511290454865,False,0.00017470016740788578,0.0038
737.068,736.8149628043175,736.6249628043174,737.0049628043175,False,2.561112895954744e-05,0.0038
737.703,737.2518752813339,737.0618752813339,737.441875281334,False,8.14054047166097e-05,0.0038
738.186,738.0705182552338,737.8805182552337,738.2605182552338,False,5.334413349704909e-06,0.0038
738.658,738.4662156105042,738.2762156105041,738.6562156105042,False,1.4712500821720467e-05,0.0038
739.3,738.9965658187866,738.8065658187866,739.1865658187867,False,3.682892093144297e-05,0.0038
739.729,739.4442801475525,739.2542801475524,739.6342801475525,False,3.242615775110217e-05,0.0038
740.026,740.0609945058823,739.8709945058822,740.2509945058823,False,4.898461767787436e-07,0.0038
739.996,740.2640287876129,740.0740287876129,740.454028787613,False,2.8735772395703696e-05,0.0038
739.838,740.2303581237793,740.0403581237792,740.4203581237794,False,6.157795891825425e-05,0.0038
739.544,739.7801940441132,739.5901940441131,739.9701940441132,False,2.2315050589814566e-05,0.0038
739.027,739.5369057655334,739.3469057655334,739.7269057655335,False,0.00010400155588968218,0.0038
738.499,738.793382525444,738.603382525444,738.9833825254441,False,3.466442851471707e-05,0.0038
738.1,738.3987669944763,738.2087669944763,738.5887669944764,False,3.570468679535965e-05,0.0038
737.586,737.7904732823372,737.6004732823371,737.9804732823372,False,1.6723729275895287e-05,0.0038
737.066,737.4053930044174,737.2153930044174,737.5953930044175,False,4.607504457898436e-05,0.0038
736.552,736.7717390060425,736.5817390060424,736.9617390060425,False,1.9314092310611366e-05,0.0038
735.968,736.3974456787109,736.2074456787109,736.587445678711,False,7.376943638541262e-05,0.0038
735.475,735.6642698049545,735.4742698049545,735.8542698049546,False,1.4329223627006708e-05,0.0038
